Card #,Hero,Variation,Treatment,Weapon,Notation,Power,Athlete Inspiration,Play Cost,Play Ability
BF108,Cannon,First Edition,Battlefoil,Glow,,105,Rich Gannon,0,
BF109,Furnest,First Edition,Battlefoil,Glow,,100,Earnest Byner,0,
BF110,Hot Rod,First Edition,Battlefoil,Glow,,100,Rodney Hampton,0,
BF111,Golden Bullet,Tecmo Bowl,Battlefoil,Glow,,100,Matthew Golden,0,
BF112,Billiard,First Edition,Battlefoil,Glow,,100,Dalton Hillard,0,
BF113,Ryptillian,First Edition,Battlefoil,Glow,,100,Mark Rypien,0,
BF114,Flippa,First Edition,Battlefoil,Glow,,100,Flipper Anderson,0,
BF115,Slaughterhouse,First Edition,Battlefoil,Glow,,95,Webster Slaughter,0,
BF116,Hammer,First Edition,Battlefoil,Glow,,95,Omarion Hampton,0,
BF117,Majik Man,First Edition,Battlefoil,Glow,,95,Don Majkowski,0,
BF118,A Bear,First Edition,Battlefoil,Glow,,95,Bobby Hebert,0,
BF119,Moose,First Edition,Battlefoil,Glow,,95,Daryl Johnston,0,
BF120,Hillicopter,First Edition,Battlefoil,Glow,,95,Drew Hill,0,
BF121,Hands,First Edition,Battlefoil,Fire,,135,Jerry Rice,0,
BF122,Joe Cool,First Edition,Battlefoil,Fire,,135,Joe Montana,0,
BF123,Merlomes,Tecmo Bowl,Battlefoil,Fire,,135,Patrick Mahomes,0,
BF124,Dart-Board,Tecmo Bowl,Battlefoil,Fire,,135,Jaxson Dart,0,
BF125,Bison,Tecmo Bowl,Battlefoil,Fire,,135,Josh Allen,0,
BF126,Warp,Tecmo Bowl,Battlefoil,Fire,,135,Lamar Jackson,0,
BF127,Bayou,Tecmo Bowl,Battlefoil,Fire,,130,Ja'Marr Chase,0,
BF128,J-Jetts,Tecmo Bowl,Battlefoil,Fire,,130,Justin Jefferson,0,
BF129,Reindeer Hunter,First Edition,Battlefoil,Fire,,130,Myles Garrett,0,
BF130,Swervin’,First Edition,Battlefoil,Fire,,130,Michael Irvin,0,
BF131,MoD,First Edition,Battlefoil,Fire,,130,Reggie White,0,
BF132,Quads,First Edition,Battlefoil,Fire,,130,Saquon Barkley,0,
BF133,Darn Old,First Edition,Battlefoil,Fire,,125,Sam Darnold,0,
BF134,Phoenix,Tecmo Bowl,Battlefoil,Fire,,125,Bo Nix,0,
BF135,Jax-In-the-Box,First Edition,Battlefoil,Fire,,125,Jaxon Smith-Njigba,0,
BF136,Eagle-Eye,Tecmo Bowl,Battlefoil,Fire,,125,Jalen Hurts,0,
BF137,Shrouded,Tecmo Bowl,Battlefoil,Fire,,125,C.J. Stroud,0,
BF138,Myracle,First Edition,Battlefoil,Fire,,125,Jahmyr Gibbs,0,
BF139,Skatter,First Edition,Battlefoil,Fire,,120,Cam Skattebo,0,
BF140,Warden,Tecmo Bowl,Battlefoil,Fire,,120,Cam Ward,0,
BF141,Yeti,Tecmo Bowl,Battlefoil,Fire,,120,Travis Kelce,0,
BF142,BrockNess,Tecmo Bowl,Battlefoil,Fire,,120,Brock Bowers,0,
BF143,McArmyKnife,Tecmo Bowl,Battlefoil,Fire,,120,Christian McCaffrey,0,
BF144,Muffin Man,First Edition,Battlefoil,Fire,,120,Baker Mayfield,0,
BF145,Youngblood,First Edition,Battlefoil,Fire,,115,Bryce Young,0,
BF146,Switchblade,Tecmo Bowl,Battlefoil,Fire,,115,Travis Hunter,0,
BF147,McVillain,First Edition,Battlefoil,Fire,,115,Tetairoa McMillan,0,
BF148,Quarter Staff,First Edition,Battlefoil,Fire,,115,Matthew Stafford,0,
BF149,Judkernaught,First Edition,Battlefoil,Fire,,115,Quinshon Judkins,0,
BF150,Jeanetic,Tecmo Bowl,Battlefoil,Fire,,115,Ashton Jeanty,0,
BF151,Coinslot,First Edition,Battlefoil,Fire,,110,Daniel Jones,0,
BF152,Chanesaw,First Edition,Battlefoil,Fire,,110,Devon Achane,0,
BF153,Mr. Irrelevant,Tecmo Bowl,Battlefoil,Fire,,110,Brock Purdy,0,
BF154,Shadowstrike,First Edition,Battlefoil,Fire,,110,Davante Adams,0,
BF155,Shepherd,Tecmo Bowl,Battlefoil,Fire,,110,CeeDee Lamb,0,
BF156,Scary,Tecmo Bowl,Battlefoil,Fire,,110,Terry McLaurin,0,
BF157,Lawman,Tecmo Bowl,Battlefoil,Fire,,105,Trevor Lawrence,0,
BF158,Buttman,First Edition,Battlefoil,Fire,,105,Marion Butts,0,
BF159,Criscross,First Edition,Battlefoil,Fire,,105,Cris Carter,0,
BF160,Rockhead,First Edition,Battlefoil,Fire,,105,Chris Doleman,0,
BF161,Brawn,Tecmo Bowl,Battlefoil,Fire,,105,A.J. Brown,0,
BF162,DeVaulta,First Edition,Battlefoil,Fire,,105,DeVonta Smith,0,
BF163,Hot Sauce,First Edition,Battlefoil,Fire,,100,Sauce Gardener,0,
BF164,First Leap,First Edition,Battlefoil,Fire,,100,LeRoy Butler,0,
BF165,Friday,First Edition,Battlefoil,Fire,,100,Deebo Samuel,0,
BF166,Barreler,Tecmo Bowl,Battlefoil,Fire,,100,Cooper Kupp,0,
BF167,Watterslide,First Edition,Battlefoil,Fire,,100,Ricky Watters,0,
BF168,Cannon,First Edition,Battlefoil,Fire,,100,Rich Gannon,0,
BF169,Furnest,First Edition,Battlefoil,Fire,,95,Earnest Byner,0,
BF170,Hot Rod,First Edition,Battlefoil,Fire,,95,Rodney Hampton,0,
BF171,Golden Bullet,Tecmo Bowl,Battlefoil,Fire,,95,Matthew Golden,0,
BF172,Billiard,First Edition,Battlefoil,Fire,,95,Dalton Hillard,0,
BF173,Ryptillian,First Edition,Battlefoil,Fire,,95,Mark Rypien,0,
BF174,Flippa,First Edition,Battlefoil,Fire,,95,Flipper Anderson,0,
BF175,Slaughterhouse,First Edition,Battlefoil,Fire,,90,Webster Slaughter,0,
BF176,Hammer,First Edition,Battlefoil,Fire,,90,Omarion Hampton,0,
BF177,Majik Man,First Edition,Battlefoil,Fire,,90,Don Majkowski,0,
BF178,A Bear,First Edition,Battlefoil,Fire,,90,Bobby Hebert,0,
BF179,Moose,First Edition,Battlefoil,Fire,,90,Daryl Johnston,0,
BF180,Hillicopter,First Edition,Battlefoil,Fire,,90,Drew Hill,0,
BF181,Hands,First Edition,Battlefoil,Ice,,135,Jerry Rice,0,
BF182,Joe Cool,First Edition,Battlefoil,Ice,,135,Joe Montana,0,
BF183,Merlomes,Tecmo Bowl,Battlefoil,Ice,,135,Patrick Mahomes,0,
BF184,Dart-Board,Tecmo Bowl,Battlefoil,Ice,,135,Jaxson Dart,0,
BF185,Bison,Tecmo Bowl,Battlefoil,Ice,,135,Josh Allen,0,
BF186,Warp,Tecmo Bowl,Battlefoil,Ice,,135,Lamar Jackson,0,
BF187,Bayou,Tecmo Bowl,Battlefoil,Ice,,130,Ja'Marr Chase,0,
BF188,J-Jetts,Tecmo Bowl,Battlefoil,Ice,,130,Justin Jefferson,0,
BF189,Reindeer Hunter,First Edition,Battlefoil,Ice,,130,Myles Garrett,0,
BF190,Swervin’,First Edition,Battlefoil,Ice,,130,Michael Irvin,0,
BF191,MoD,First Edition,Battlefoil,Ice,,130,Reggie White,0,
BF192,Quads,First Edition,Battlefoil,Ice,,130,Saquon Barkley,0,
BF193,Darn Old,First Edition,Battlefoil,Ice,,125,Sam Darnold,0,
BF194,Phoenix,Tecmo Bowl,Battlefoil,Ice,,125,Bo Nix,0,
BF195,Jax-In-the-Box,First Edition,Battlefoil,Ice,,125,Jaxon Smith-Njigba,0,
BF196,Eagle-Eye,Tecmo Bowl,Battlefoil,Ice,,125,Jalen Hurts,0,
BF197,Shrouded,Tecmo Bowl,Battlefoil,Ice,,125,C.J. Stroud,0,
BF198,Myracle,First Edition,Battlefoil,Ice,,125,Jahmyr Gibbs,0,
BF199,Skatter,First Edition,Battlefoil,Ice,,120,Cam Skattebo,0,
BF200,Warden,Tecmo Bowl,Battlefoil,Ice,,120,Cam Ward,0,
BF201,Yeti,Tecmo Bowl,Battlefoil,Ice,,120,Travis Kelce,0,
BF202,BrockNess,Tecmo Bowl,Battlefoil,Ice,,120,Brock Bowers,0,
BF203,McArmyKnife,Tecmo Bowl,Battlefoil,Ice,,120,Christian McCaffrey,0,
BF204,Muffin Man,First Edition,Battlefoil,Ice,,120,Baker Mayfield,0,
BF205,Youngblood,First Edition,Battlefoil,Ice,,115,Bryce Young,0,
BF206,Switchblade,Tecmo Bowl,Battlefoil,Ice,,115,Travis Hunter,0,
BF207,McVillain,First Edition,Battlefoil,Ice,,115,Tetairoa McMillan,0,
BF208,Quarter Staff,First Edition,Battlefoil,Ice,,115,Matthew Stafford,0,
BF209,Judkernaught,First Edition,Battlefoil,Ice,,115,Quinshon Judkins,0,
BF210,Jeanetic,Tecmo Bowl,Battlefoil,Ice,,115,Ashton Jeanty,0,
BF211,Coinslot,First Edition,Battlefoil,Ice,,110,Daniel Jones,0,
BF212,Chanesaw,First Edition,Battlefoil,Ice,,110,Devon Achane,0,
BF213,Mr. Irrelevant,Tecmo Bowl,Battlefoil,Ice,,110,Brock Purdy,0,
BF214,Shadowstrike,First Edition,Battlefoil,Ice,,110,Davante Adams,0,
BF215,Shepherd,Tecmo Bowl,Battlefoil,Ice,,110,CeeDee Lamb,0,
BF216,Scary,Tecmo Bowl,Battlefoil,Ice,,110,Terry McLaurin,0,
BF217,Lawman,Tecmo Bowl,Battlefoil,Ice,,105,Trevor Lawrence,0,
BF218,Buttman,First Edition,Battlefoil,Ice,,105,Marion Butts,0,
BF219,Criscross,First Edition,Battlefoil,Ice,,105,Cris Carter,0,
BF220,Rockhead,First Edition,Battlefoil,Ice,,105,Chris Doleman,0,
BF221,Brawn,Tecmo Bowl,Battlefoil,Ice,,105,A.J. Brown,0,
BF222,DeVaulta,First Edition,Battlefoil,Ice,,105,DeVonta Smith,0,
BF223,Hot Sauce,First Edition,Battlefoil,Ice,,100,Sauce Gardener,0,
BF224,First Leap,First Edition,Battlefoil,Ice,,100,LeRoy Butler,0,
BF225,Friday,First Edition,Battlefoil,Ice,,100,Deebo Samuel,0,
BF226,Barreler,Tecmo Bowl,Battlefoil,Ice,,100,Cooper Kupp,0,
BF227,Watterslide,First Edition,Battlefoil,Ice,,100,Ricky Watters,0,
BF228,Cannon,First Edition,Battlefoil,Ice,,100,Rich Gannon,0,
BF229,Furnest,First Edition,Battlefoil,Ice,,95,Earnest Byner,0,
BF230,Hot Rod,First Edition,Battlefoil,Ice,,95,Rodney Hampton,0,
BF231,Golden Bullet,Tecmo Bowl,Battlefoil,Ice,,95,Matthew Golden,0,
BF232,Billiard,First Edition,Battlefoil,Ice,,95,Dalton Hillard,0,
BF233,Ryptillian,First Edition,Battlefoil,Ice,,95,Mark Rypien,0,
BF234,Flippa,First Edition,Battlefoil,Ice,,95,Flipper Anderson,0,
BF235,Slaughterhouse,First Edition,Battlefoil,Ice,,90,Webster Slaughter,0,
BF236,Hammer,First Edition,Battlefoil,Ice,,90,Omarion Hampton,0,
BF237,Majik Man,First Edition,Battlefoil,Ice,,90,Don Majkowski,0,
BF238,A Bear,First Edition,Battlefoil,Ice,,90,Bobby Hebert,0,
BF239,Moose,First Edition,Battlefoil,Ice,,90,Daryl Johnston,0,
BF240,Hillicopter,First Edition,Battlefoil,Ice,,90,Drew Hill,0,
BF241,Hands,First Edition,Battlefoil,Steel,,130,Jerry Rice,0,
BF242,Joe Cool,First Edition,Battlefoil,Steel,,130,Joe Montana,0,
BF243,Merlomes,Tecmo Bowl,Battlefoil,Steel,,130,Patrick Mahomes,0,
BF244,Dart-Board,Tecmo Bowl,Battlefoil,Steel,,130,Jaxson Dart,0,
BF245,Bison,Tecmo Bowl,Battlefoil,Steel,,130,Josh Allen,0,
BF246,Warp,Tecmo Bowl,Battlefoil,Steel,,130,Lamar Jackson,0,
BF247,Bayou,Tecmo Bowl,Battlefoil,Steel,,125,Ja'Marr Chase,0,
BF248,J-Jetts,Tecmo Bowl,Battlefoil,Steel,,125,Justin Jefferson,0,
BF249,Reindeer Hunter,First Edition,Battlefoil,Steel,,125,Myles Garrett,0,
BF250,Swervin’,First Edition,Battlefoil,Steel,,125,Michael Irvin,0,
BF251,MoD,First Edition,Battlefoil,Steel,,125,Reggie White,0,
BF252,Quads,First Edition,Battlefoil,Steel,,125,Saquon Barkley,0,
BF253,Darn Old,First Edition,Battlefoil,Steel,,120,Sam Darnold,0,
BF254,Phoenix,Tecmo Bowl,Battlefoil,Steel,,120,Bo Nix,0,
BF255,Jax-In-the-Box,First Edition,Battlefoil,Steel,,120,Jaxon Smith-Njigba,0,
BF256,Eagle-Eye,Tecmo Bowl,Battlefoil,Steel,,120,Jalen Hurts,0,
BF257,Shrouded,Tecmo Bowl,Battlefoil,Steel,,120,C.J. Stroud,0,
BF258,Myracle,First Edition,Battlefoil,Steel,,120,Jahmyr Gibbs,0,
BF259,Skatter,First Edition,Battlefoil,Steel,,115,Cam Skattebo,0,
BF260,Warden,Tecmo Bowl,Battlefoil,Steel,,115,Cam Ward,0,
BF261,Yeti,Tecmo Bowl,Battlefoil,Steel,,115,Travis Kelce,0,
BF262,BrockNess,Tecmo Bowl,Battlefoil,Steel,,115,Brock Bowers,0,
BF263,McArmyKnife,Tecmo Bowl,Battlefoil,Steel,,115,Christian McCaffrey,0,
BF264,Muffin Man,First Edition,Battlefoil,Steel,,115,Baker Mayfield,0,
BF265,Youngblood,First Edition,Battlefoil,Steel,,110,Bryce Young,0,
BF266,Switchblade,Tecmo Bowl,Battlefoil,Steel,,110,Travis Hunter,0,
BF267,McVillain,First Edition,Battlefoil,Steel,,110,Tetairoa McMillan,0,
BF268,Quarter Staff,First Edition,Battlefoil,Steel,,110,Matthew Stafford,0,
BF269,Judkernaught,First Edition,Battlefoil,Steel,,110,Quinshon Judkins,0,
BF270,Jeanetic,Tecmo Bowl,Battlefoil,Steel,,110,Ashton Jeanty,0,
BF271,Coinslot,First Edition,Battlefoil,Steel,,105,Daniel Jones,0,
BF272,Chanesaw,First Edition,Battlefoil,Steel,,105,Devon Achane,0,
BF273,Mr. Irrelevant,Tecmo Bowl,Battlefoil,Steel,,105,Brock Purdy,0,
BF274,Shadowstrike,First Edition,Battlefoil,Steel,,105,Davante Adams,0,
BF275,Shepherd,Tecmo Bowl,Battlefoil,Steel,,105,CeeDee Lamb,0,
BF276,Scary,Tecmo Bowl,Battlefoil,Steel,,105,Terry McLaurin,0,
BF277,Lawman,Tecmo Bowl,Battlefoil,Steel,,100,Trevor Lawrence,0,
BF278,Buttman,First Edition,Battlefoil,Steel,,100,Marion Butts,0,
BF279,Criscross,First Edition,Battlefoil,Steel,,100,Cris Carter,0,
BF280,Rockhead,First Edition,Battlefoil,Steel,,100,Chris Doleman,0,
BF281,Brawn,Tecmo Bowl,Battlefoil,Steel,,100,A.J. Brown,0,
BF282,DeVaulta,First Edition,Battlefoil,Steel,,100,DeVonta Smith,0,
BF283,Hot Sauce,First Edition,Battlefoil,Steel,,95,Sauce Gardener,0,
BF284,First Leap,First Edition,Battlefoil,Steel,,95,LeRoy Butler,0,
BF285,Friday,First Edition,Battlefoil,Steel,,95,Deebo Samuel,0,
BF286,Barreler,Tecmo Bowl,Battlefoil,Steel,,95,Cooper Kupp,0,
BF287,Watterslide,First Edition,Battlefoil,Steel,,95,Ricky Watters,0,
BF288,Cannon,First Edition,Battlefoil,Steel,,95,Rich Gannon,0,
BF289,Furnest,First Edition,Battlefoil,Steel,,90,Earnest Byner,0,
BF290,Hot Rod,First Edition,Battlefoil,Steel,,90,Rodney Hampton,0,
BF291,Golden Bullet,Tecmo Bowl,Battlefoil,Steel,,90,Matthew Golden,0,
BF292,Billiard,First Edition,Battlefoil,Steel,,90,Dalton Hillard,0,
BF293,Ryptillian,First Edition,Battlefoil,Steel,,90,Mark Rypien,0,
BF294,Flippa,First Edition,Battlefoil,Steel,,90,Flipper Anderson,0,
BF295,Slaughterhouse,First Edition,Battlefoil,Steel,,85,Webster Slaughter,0,
BF296,Hammer,First Edition,Battlefoil,Steel,,85,Omarion Hampton,0,
BF297,Majik Man,First Edition,Battlefoil,Steel,,85,Don Majkowski,0,
BF298,A Bear,First Edition,Battlefoil,Steel,,85,Bobby Hebert,0,
BF299,Moose,First Edition,Battlefoil,Steel,,85,Daryl Johnston,0,
BF300,Hillicopter,First Edition,Battlefoil,Steel,,85,Drew Hill,0,
BF301,Hands,First Edition,Battlefoil,Brawl,,120,Jerry Rice,0,
BF302,Joe Cool,First Edition,Battlefoil,Brawl,,120,Joe Montana,0,
BF303,Merlomes,Tecmo Bowl,Battlefoil,Brawl,,120,Patrick Mahomes,0,
BF304,Dart-Board,Tecmo Bowl,Battlefoil,Brawl,,120,Jaxson Dart,0,
BF305,Bison,Tecmo Bowl,Battlefoil,Brawl,,120,Josh Allen,0,
BF306,Warp,Tecmo Bowl,Battlefoil,Brawl,,120,Lamar Jackson,0,
BF307,Bayou,Tecmo Bowl,Battlefoil,Brawl,,115,Ja'Marr Chase,0,
BF308,J-Jetts,Tecmo Bowl,Battlefoil,Brawl,,115,Justin Jefferson,0,
BF309,Reindeer Hunter,First Edition,Battlefoil,Brawl,,115,Myles Garrett,0,
BF310,Swervin’,First Edition,Battlefoil,Brawl,,115,Michael Irvin,0,
BF311,MoD,First Edition,Battlefoil,Brawl,,115,Reggie White,0,
BF312,Quads,First Edition,Battlefoil,Brawl,,115,Saquon Barkley,0,
BF313,Darn Old,First Edition,Battlefoil,Brawl,,110,Sam Darnold,0,
BF314,Phoenix,Tecmo Bowl,Battlefoil,Brawl,,110,Bo Nix,0,
BF315,Jax-In-the-Box,First Edition,Battlefoil,Brawl,,110,Jaxon Smith-Njigba,0,
BF316,Eagle-Eye,Tecmo Bowl,Battlefoil,Brawl,,110,Jalen Hurts,0,
BF317,Shrouded,Tecmo Bowl,Battlefoil,Brawl,,110,C.J. Stroud,0,
BF318,Myracle,First Edition,Battlefoil,Brawl,,110,Jahmyr Gibbs,0,
BF319,Skatter,First Edition,Battlefoil,Brawl,,105,Cam Skattebo,0,
BF320,Warden,Tecmo Bowl,Battlefoil,Brawl,,105,Cam Ward,0,
BF321,Yeti,Tecmo Bowl,Battlefoil,Brawl,,105,Travis Kelce,0,
BF322,BrockNess,Tecmo Bowl,Battlefoil,Brawl,,105,Brock Bowers,0,
BF323,McArmyKnife,Tecmo Bowl,Battlefoil,Brawl,,105,Christian McCaffrey,0,
BF324,Muffin Man,First Edition,Battlefoil,Brawl,,105,Baker Mayfield,0,
BF325,Youngblood,First Edition,Battlefoil,Brawl,,100,Bryce Young,0,
BF326,Switchblade,Tecmo Bowl,Battlefoil,Brawl,,100,Travis Hunter,0,
BF327,McVillain,First Edition,Battlefoil,Brawl,,100,Tetairoa McMillan,0,
BF328,Quarter Staff,First Edition,Battlefoil,Brawl,,100,Matthew Stafford,0,
BF329,Judkernaught,First Edition,Battlefoil,Brawl,,100,Quinshon Judkins,0,
BF330,Jeanetic,Tecmo Bowl,Battlefoil,Brawl,,100,Ashton Jeanty,0,
BF331,Coinslot,First Edition,Battlefoil,Brawl,,95,Daniel Jones,0,
BF332,Chanesaw,First Edition,Battlefoil,Brawl,,95,Devon Achane,0,
BF333,Mr. Irrelevant,Tecmo Bowl,Battlefoil,Brawl,,95,Brock Purdy,0,
BF334,Shadowstrike,First Edition,Battlefoil,Brawl,,95,Davante Adams,0,
BF335,Shepherd,Tecmo Bowl,Battlefoil,Brawl,,95,CeeDee Lamb,0,
BF336,Scary,Tecmo Bowl,Battlefoil,Brawl,,95,Terry McLaurin,0,
BF337,Lawman,Tecmo Bowl,Battlefoil,Brawl,,90,Trevor Lawrence,0,
BF338,Buttman,First Edition,Battlefoil,Brawl,,90,Marion Butts,0,
BF339,Criscross,First Edition,Battlefoil,Brawl,,90,Cris Carter,0,
BF340,Rockhead,First Edition,Battlefoil,Brawl,,90,Chris Doleman,0,
BF341,Brawn,Tecmo Bowl,Battlefoil,Brawl,,90,A.J. Brown,0,
BF342,DeVaulta,First Edition,Battlefoil,Brawl,,90,DeVonta Smith,0,
BF343,Hot Sauce,First Edition,Battlefoil,Brawl,,85,Sauce Gardener,0,
BF344,First Leap,First Edition,Battlefoil,Brawl,,85,LeRoy Butler,0,
BF345,Friday,First Edition,Battlefoil,Brawl,,85,Deebo Samuel,0,
BF346,Barreler,Tecmo Bowl,Battlefoil,Brawl,,85,Cooper Kupp,0,
BF347,Watterslide,First Edition,Battlefoil,Brawl,,85,Ricky Watters,0,
BF348,Cannon,First Edition,Battlefoil,Brawl,,85,Rich Gannon,0,
BF349,Furnest,First Edition,Battlefoil,Brawl,,80,Earnest Byner,0,
BF350,Hot Rod,First Edition,Battlefoil,Brawl,,80,Rodney Hampton,0,
BF351,Golden Bullet,Tecmo Bowl,Battlefoil,Brawl,,80,Matthew Golden,0,
BF352,Billiard,First Edition,Battlefoil,Brawl,,80,Dalton Hillard,0,
BF353,Ryptillian,First Edition,Battlefoil,Brawl,,80,Mark Rypien,0,
BF354,Flippa,First Edition,Battlefoil,Brawl,,80,Flipper Anderson,0,
BF355,Slaughterhouse,First Edition,Battlefoil,Brawl,,75,Webster Slaughter,0,
BF356,Hammer,First Edition,Battlefoil,Brawl,,75,Omarion Hampton,0,
BF357,Majik Man,First Edition,Battlefoil,Brawl,,75,Don Majkowski,0,
BF358,A Bear,First Edition,Battlefoil,Brawl,,75,Bobby Hebert,0,
BF359,Moose,First Edition,Battlefoil,Brawl,,75,Daryl Johnston,0,
BF360,Hillicopter,First Edition,Battlefoil,Brawl,,75,Drew Hill,0,
BIL1,Billy,Tecmo Bowl with Bo and LT,Alt Art Battlefoil,Alt,,200,Billy The Pug,0,
CJ1,CJ,I Win Again lil Bro,Alt Art Battlefoil,Alt,,200,CJ Maddux,0,
SF1,Attak,Unmasked,Superfoil,Super,,200,Dak Prescott,0,
SF2,Pukadot,Unmasked,Superfoil,Super,,200,Puka Nacua,0,
SF3,Duke of Denver,Debut,Superfoil,Super,,200,John Elway,0,
SF4,Brees,Debut,Superfoil,Super,,200,Drew Brees,0,
SF5,Fear Himself,Debut,Superfoil,Super,,200,Lawrence Taylor,0,
SF6,Mossed,Debut,Superfoil,Super,,200,Randy Moss,0,
SF7,Nigerian Nightmare,Debut,Superfoil,Super,,200,Christian Okoye,0,
SF8,Marino,Tecmo Bowl,Superfoil,Super,,195,Dan Marino,0,
SF9,Young-Gunner,Tecmo Bowl,Superfoil,Super,,195,Steve Young,0,
SF10,Gronk,Debut,Superfoil,Super,,195,Rob Gronkowski,0,
SF11,Hitt Man,Debut,Superfoil,Super,,195,Ronnie Lott,0,
SF12,Island Time,Debut,Superfoil,Super,,195,Darrelle Revis,0,
SF13,Emmitt-164,Tecmo Bowl,Superfoil,Super,,195,Emmitt Smith,0,
SF14,Troy of Dallas,Tecmo Bowl,Superfoil,Super,,190,Troy Aikman,0,
SF15,Goggles,Tecmo Bowl,Superfoil,Super,,190,Eric Dickerson,0,
SF16,Howietzer,Tecmo Bowl,Superfoil,Super,,190,Howie Long,0,
SF17,Thurmanator,Tecmo Bowl,Superfoil,Super,,190,Thurman Thomas,0,
SF18,Bus,Tecmo Bowl,Superfoil,Super,,190,Jerome Bettis,0,
SF19,Machine Gun,Debut,Superfoil,Super,,190,Jim Kelly,0,
SF20,Cutback,Tecmo Bowl,Superfoil,Super,,185,Barry Sanders,0,
SF21,Sea-Largent,Tecmo Bowl,Superfoil,Super,,185,Steve Largent,0,
SF22,Boz,Tecmo Bowl,Superfoil,Super,,185,Brian Bosworth,0,
SF23,Allenwrench,Tecmo Bowl,Superfoil,Super,,185,Marcus Allen,0,
SF24,Ultimate Weapon,Debut,Superfoil,Super,,185,Randall Cunningham,0,
SF25,Shuffler,Debut,Superfoil,Super,,185,Jim McMahon,0,
SF26,Boom,Tecmo Bowl,Superfoil,Super,,180,Boomer Esiason,0,
SF27,Dentist,Debut,Superfoil,Super,,180,Richard Dent,0,
SF28,Vinniverde,Debut,Superfoil,Super,,180,Vinny Testaverde,0,
SF29,Afterbern,Debut,Superfoil,Super,,180,Bernie Kosar,0,
SF30,Sack King,Debut,Superfoil,Super,,180,Bruce Smith,0,
SF31,Incredible Faulk,Debut,Superfoil,Super,,180,Marshall Faulk,0,
SF32,Mann-O-War,Debut,Superfoil,Super,,180,Charles Mann,0,
SF33,Timmy,Tecmo Bowl,Superfoil,Super,,175,Tim Brown,0,
SF34,Haley's Comet,Debut,Superfoil,Super,,175,Charles Haley,0,
SF35,Ickey,Debut,Superfoil,Super,,175,Ickey Woods,0,
SF36,Full Moon,Debut,Superfoil,Super,,175,Warren Moon,0,
SF37,Philament,Debut,Superfoil,Super,,175,Phil Simms,0,
SF38,Key Keeper,Debut,Superfoil,Super,,175,Luke Kuechly,0,
SF39,T.D.,Debut,Superfoil,Super,,175,Tony Dorsett,0,
SF40,Sterling,Tecmo Bowl,Superfoil,Super,,170,Sterling Sharpe,0,
SF41,Too Tall,Debut,Superfoil,Super,,170,"Ed ""Too Tall"" Jones",0,
SF42,Fridge,Debut,Superfoil,Super,,170,William Perry,0,
SF43,Samurai Mike,Debut,Superfoil,Super,,170,Mike Singletary,0,
SF44,Monk,Debut,Superfoil,Super,,170,Art Monk,0,
SF45,Krieghawk,Debut,Superfoil,Super,,170,Dave Krieg,0,
SF46,Undrafted Wrecking Ball,Debut,Superfoil,Super,,170,Gary Clark,0,
SF47,Highjump,Debut,Superfoil,Super,,170,Alonzo Highsmith,0,
SF48,Curt Locker,Debut,Superfoil,Super,,170,Curt Warner,0,
SF49,Calf Roper,Debut,Superfoil,Super,,165,Eric Metcalf,0,
SF50,Novacaine,Debut,Superfoil,Super,,165,Jay Novacek,0,
SF51,Carrier,Debut,Superfoil,Super,,165,Mark Carrier,0,
SF52,Amigo One,Debut,Superfoil,Super,,165,Mark Jackson,0,
SF53,Quick Draw,Debut,Superfoil,Super,,165,Mike Quick,0,
SF54,Bank Robber,Debut,Superfoil,Super,,165,Carl Banks,0,
SF55,Claymore,Debut,Superfoil,Super,,165,Clay Matthews Jr.,0,
SF56,Biscuit,Debut,Superfoil,Super,,165,Cornelius Bennett,0,
SF57,Underdoug,Debut,Superfoil,Super,,165,Doug Williams,0,
SF58,Mountain Drew,Debut,Superfoil,Super,,160,Drew Bledsoe,0,
SF59,Dwight Noise,Debut,Superfoil,Super,,160,Dwight Stephenson,0,
SF60,Green Light,Debut,Superfoil,Super,,160,Harold Green,0,
SF61,K-Mack,Debut,Superfoil,Super,,160,Kevin Mack,0,
SF62,Pepper Spray,Debut,Superfoil,Super,,160,Pepper Johnson,0,
SF63,The Manster,Debut,Superfoil,Super,,160,Randy White,0,
SF64,Woodchipper,Debut,Superfoil,Super,,160,Rod Woodson,0,
SF65,Gaultfather,Debut,Superfoil,Super,,160,Willie Gault,0,
SF66,Jolly Roger,Debut,Superfoil,Super,,160,Roger Craig,0,
SF67,Sevenring,First Edition,Superfoil,Super,,200,Tom Brady,0,
SF68,Joe Cool,First Edition,Superfoil,Super,,200,Joe Montana,0,
SF69,Neon,First Edition,Superfoil,Super,,195,Deion Sanders,0,
SF70,Sheriff,First Edition,Superfoil,Super,,195,Peyton Manning,0,
SF71,Sweetest of Sweet,First Edition,Superfoil,Super,,190,Walter Payton,0,
SF72,Hands,First Edition,Superfoil,Super,,190,Jerry Rice,0,
SF73,Hands,First Edition,Superfoil,Super,,185,Jerry Rice,0,
SF74,Joe Cool,First Edition,Superfoil,Super,,185,Joe Montana,0,
SF75,Merlomes,Tecmo Bowl,Superfoil,Super,,185,Patrick Mahomes,0,
SF76,Dart-Board,Tecmo Bowl,Superfoil,Super,,185,Jaxson Dart,0,
SF77,Bison,Tecmo Bowl,Superfoil,Super,,185,Josh Allen,0,
